rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
4029,AO001,NA,1999.01,-48.7961,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Phytoplankton3,spp.,peak of spring bloom,derived from normal density function,recruit density,log,,,9.74544,SE available,demographic,"I calculated mismatch, based on study I did phytoplankton timing- consumer (to get positive mismatch values); biomass also available",,,,,,,,,,,,
4030,AO001,NA,2000.03,-66.5641,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Phytoplankton3,spp.,peak of spring bloom,derived from normal density function,recruit density,log,,,47.1771,SE available,demographic,"I calculated mismatch, based on study I did phytoplankton timing- consumer (to get positive mismatch values); biomass also available",,,,,,,,,,,,
4031,AO001,NA,2001.05,-17.56,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Phytoplankton3,spp.,peak of spring bloom,derived from normal density function,recruit density,log,,,18.0262,SE available,demographic,"I calculated mismatch, based on study I did phytoplankton timing- consumer (to get positive mismatch values); biomass also available",,,,,,,,,,,,
4032,AO001,NA,1972.88,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,71.3137,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4033,AO001,NA,1973.9,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,33.7893,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4034,AO001,NA,1974.92,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,173.224,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4035,AO001,NA,1975.87,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,50.3943,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4036,AO001,NA,1976.89,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,68.0502,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4037,AO001,NA,1977.91,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,247.258,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4038,AO001,NA,1978.93,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,655.211,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4039,AO001,NA,1979.96,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,20.044,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4040,AO001,NA,1980.98,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,40.4446,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4041,AO001,NA,1981.93,NA,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,172.074,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4042,AO001,NA,1982.95,-136.12,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,82.7048,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4043,AO001,NA,1983.97,-100.215,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,155.338,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4044,AO001,NA,1984.99,-114.187,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,322.563,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4045,AO001,NA,1985.94,-94.224,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,128.657,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4046,AO001,NA,1986.96,-113.766,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,241.634,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4047,AO001,NA,1987.99,-102.32,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,31.0312,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4048,AO001,NA,1989.01,-122.4693,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,85.8506,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4049,AO001,NA,1989.96,-110.5187,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,77.5783,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4050,AO001,NA,1991.05,-79.555,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,1085.66,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4051,AO001,NA,1992.07,-74.9127,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,85.606,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4052,AO001,NA,1993.02,-77.347,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,37.7517,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4053,AO001,NA,1994.04,-72.273,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,58.8421,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4054,AO001,NA,1995.14,-137.471,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,44.1232,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4055,AO001,NA,1996.09,-98.164,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,108.835,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4056,AO001,NA,1997.04,-120.169,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,28.6341,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4057,AO001,NA,1998.06,-79.6756,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,47.2669,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4058,AO001,NA,1999.01,-102.7861,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,9.74544,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4059,AO001,NA,2000.03,-79.4621,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,47.1771,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
4060,AO001,NA,2001.05,-44.584,days,us,NA,month,Macoma,spp.,timing of spawning,modeled based on min threshold temp,Crangon,crangon,peak predation pressure,derived from normal density function,recruit density,log,,,18.0262,SE available,demographic,I calculated mismatch; biomass also available,,,,,,,,,,,,
762,HMK002,NA,1957,NA,days,study,NA,week,Clupea,harengus membras,peak abundance,,Eurytemora,affinis nauplii,peak abundance,,number of herring recruitment of 1year olds,number,,,923.754,,demographic1,mismatch: predator- prey; did not use estimated missing years; abundance data for prey available too,,,,,,,,,,,,
763,HMK002,NA,1958,NA,days,study,NA,week,Clupea,harengus membras,peak abundance,,Eurytemora,affinis nauplii,peak abundance,,number of herring recruitment of 1year olds,number,,,2150.87,,demographic1,mismatch: predator- prey; did not use estimated missing years; abundance data for prey available too,,,,,,,,,,,,
764,HMK002,NA,1959,4.94377,days,study,NA,week,Clupea,harengus membras,peak abundance,,Eurytemora,affinis nauplii,peak abundance,,number of herring recruitment of 1year olds,number,,,605.469,,demographic1,mismatch: predator- prey; did not use estimated missing years; abundance data for prey available too,,,,,,,,,,,,
765,HMK002,NA,1960,NA,days,study,NA,week,Clupea,harengus membras,peak abundance,,Eurytemora,affinis nauplii,peak abundance,,number of herring recruitment of 1year olds,number,,,3247.85,,demographic1,mismatch: predator- prey; did not use estimated missing years; abundance data for prey available too,,,,,,,,,,,,
766,HMK002,NA,1961,NA,days,study,NA,week,Clupea,harengus membras,peak abundance,,Eurytemora,affinis nauplii,peak abundance,,number of herring recruitment of 1year olds,number,,,1962.38,,demographic1,mismatch: predator- prey; did not use estimated missing years; abundance data for prey available too,,,,,,,,,,,,
767,HMK002,NA,1962,2.8907,days,study,NA,week,Clupea,harengus membras,peak abundance,,Eurytemora,affinis nauplii,peak abundance,,number of herring recruitment of 1year olds,number,,,1832.1,,demographic1,mismatch: predator- prey; did not use estimated missing years; abundance data for prey available too,,,,,,,,,,,,
