studyid,methodtype,reason for exclusion,search,initialid,Author,Title,Year,Journal,Volume,Number,Month,Pages,Identifier,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
,,interactions not considered,search1,316,"Schaper, Sonja V.; Dawson, Alistair; Sharp, Peter J.; Gienapp, Phillip; Caro, Samuel P. & Visser, Marcel E.","Increasing Temperature, Not Mean Temperature, Is a Cue for Avian Timing of Reproduction",{2012},{AMERICAN NATURALIST},{179},{2},{FEB},{E55-E69},ISI:000299000400003,,,,,,,,,,,,,,,,,,,
,,interactions not considered,search1,317,"Schmaljohann, Heiko; Lisovski, Simeon & Bairlein, Franz",Flexible reaction norms to environmental variables along the migration route and the significance of stopover duration for total speed of migration in a songbird migrant,{2017},{FRONTIERS IN ZOOLOGY},{14},,{MAR 20},,ISI:000396751000001,,,,,,,,,,,,,,,,,,,
,,no fitness data,search1,318,"Schmidt, Niels M.; Mosbacher, Jesper B.; Nielsen, Palle S.; Rasmussen, Claus; Hoye, Toke T. & Roslin, Tomas",An ecological function in crisis? The temporal overlap between plant flowering and pollinator function shrinks as the Arctic warms,{2016},{ECOGRAPHY},{39},{12},{DEC},{1250-1252},ISI:000389304800012,,,,,,,,,,,,,,,,,,,
,,space-for-time,search1,319,"Schoell, Eva Maria; Ohm, Judith; Hoffmann, Konstantin Frank & Hille, Sabine Marlene","Caterpillar biomass depends on temperature and precipitation, but does not affect bird reproduction",{2016},{ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY},{74},,{JUL},{28-36},ISI:000380082200004,,,,,,,,,,,,,,,,,,,
,,only two years of data,search1,320,"Schulz, Jan; Peck, Myron A.; Barz, Kristina; Schmidt, Joern Oliver; Hansen, Frank C.; Peters, Janna; Renz, Jasmin; Dickmann, Miriam; Mohrholz, Volker; Dutz, Jorg & Hirche, Hans-Juergen",Spatial and temporal habitat partitioning by zooplankton in the Bornholm Basin (central Baltic Sea),{2012},{PROGRESS IN OCEANOGRAPHY},{107},,{DEC},{3-30},ISI:000312425500002,,,,,,,,,,,,,,,,,,,
,,only two years of data,search1,321,"Schuster, C.; Estrella, N. & Menzel, A.",Shifting and extension of phenological periods with increasing temperature along elevational transects in southern Bavaria,{2014},{PLANT BIOLOGY},{16},{2},{MAR},{332-344},ISI:000331874700005,,,,,,,,,,,,,,,,,,,
HMK048,experiment,,search1,322,"Schwartzberg, Ezra G.; Jamieson, Mary A.; Raffa, Kenneth F.; Reich, Peter B.; Montgomery, Rebecca A. & Lindroth, Richard L.",Simulated climate warming alters phenological synchrony between an outbreak insect herbivore and host trees,{2014},{OECOLOGIA},{175},{3},{JUL},{1041-1049},ISI:000338202600026,,,,,,,,,,,,,,,,,,,
HMK034,,previous search (2014); yes fitness,search1,323,"Seebens, Hanno; Einsle, Ulrich & Straile, Dietmar",Copepod life cycle adaptations and success in response to phytoplankton spring bloom phenology,{2009},{GLOBAL CHANGE BIOLOGY},{15},{6},{JUN},{1394-1404},ISI:000265771400003,,,,,,,,,,,,,,,,,,,
,,only three years,search1,324,"Senner, Nathan R.; Stager, Maria & Sandercock, Brett K.",Ecological mismatches are moderated by local conditions for two populations of a long-distance migratory bird,{2017},{OIKOS},{126},{1},{JAN},{61-72},ISI:000391947400007,,,,,,,,,,,,,,,,,,,
HMK049,,,search1,325,"Sergeant, Christopher J.; Armstrong, Jonathan B. & Ward, Eric J.",Predator-prey migration phenologies remain synchronised in a warming catchment,{2015},{FRESHWATER BIOLOGY},{60},{4},{APR},{724-732},ISI:000351213000010,,,,,,,,,,,,,,,,,,,
,,no time series,search1,326,"Severns, Paul M. & Stone, Jeffrey K.",Pathogen invasion triggers an evolutionary trap for an endangered checkerspot butterfly dependent on an exotic host plant,{2016},{BIOLOGICAL INVASIONS},{18},{12},{DEC},{3623-3633},ISI:000388579500019,,,,,,,,,,,,,,,,,,,
,,indirect interaction- have phenology data for plants but not prey ?,search1,327,"Shaw, Phil","Rainfall, leafing phenology and sunrise time as potential Zeitgeber for the bimodal, dry season laying pattern of an African rain forest tit (Parus fasciiventer)",{2017},{JOURNAL OF ORNITHOLOGY},{158},{1},{JAN},{263-275},ISI:000393670600025,,,,,,,,,,,,,,,,,,,
,,no fitness data,search1,328,"Sheriff, Michael J.; Kenagy, G. Jim; Richter, Melanie; Lee, Trixie; Toien, Oivind; Kohl, Franziska; Buck, C. Loren & Barnes, Brian M.",Phenological variation in annual timing of hibernation and breeding in nearby populations of Arctic ground squirrels,{2011},{PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES},{278},{1716},{AUG 7},{2369-2375},ISI:000292081900017,,,,,,,,,,,,,,,,,,,
,,only four years- so close!,search1,329,"Shultz, Michael T.; Piatt, John F.; Harding, Ann M. A.; Kettle, Arthur B. & Van Pelt, Thomas I.",Timing of breeding and reproductive performance in murres and kittiwakes reflect mismatched seasonal prey dynamics,{2009},{MARINE ECOLOGY PROGRESS SERIES},{393},,,{247-258},ISI:000272187800021,,,,,,,,,,,,,,,,,,,
,,no time series,search1,330,"Sinclair, Frazer H.; Stone, Graham N.; Nicholls, James A.; Cavers, Stephen; Gibbs, Melanie; Butterill, Philip; Wagner, Stefanie; Ducousso, Alexis; Gerber, Sophie; Petit, Remy J.; Kremer, Antoine & Schoenrogge, Karsten",Impacts of local adaptation of forest trees on associations with herbivorous insects: implications for adaptive forest management,{2015},{EVOLUTIONARY APPLICATIONS},{8},{10},{DEC},{972-987},ISI:000365526800006,,,,,,,,,,,,,,,,,,,
,,review,search1,331,"Singer, Michael C. & Parmesan, Camille",Phenological asynchrony between herbivorous insects and their hosts: signal of climate change or pre-existing adaptive strategy?,{2010},{PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES},{365},{1555},{OCT 12},{3161-3176},ISI:000281611800005,,,,,,,,,,,,,,,,,,,
,,previous search (2014); no phenological data for second species but fitness data available,search1,332,"Skoglund, Helge; Einum, Sigurd & Robertsen, Grethe",Competitive interactions shape offspring performance in relation to seasonal timing of emergence in Atlantic salmon,{2011},{JOURNAL OF ANIMAL ECOLOGY},{80},{2},{MAR},{365-374},ISI:000286985800008,,,,,,,,,,,,,,,,,,,
,,no time series,search1,333,"Smith, David Solance; Lau, Matthew K.; Jacobs, Ryan; Monroy, Jenna A.; Shuster, Stephen M. & Whitham, Thomas G.",Rapid plant evolution in the presence of an introduced species alters community composition,{2015},{OECOLOGIA},{179},{2},{OCT},{563-572},ISI:000361472300023,,,,,,,,,,,,,,,,,,,
,,review,search1,334,"Solga, Michelle J.; Harmon, Jason P. & Ganguli, Amy C.",Timing is Everything: an Overview of Phenological Changes to Plants and Their Pollinators,{2014},{NATURAL AREAS JOURNAL},{34},{2},{APR},{227-234},ISI:000342875800012,,,,,,,,,,,,,,,,,,,
,,no time series,search1,335,"Song, Hongjun; Ji, Rubao; Stock, Charles & Wang, Zongling",Phenology of phytoplankton blooms in the Nova Scotian Shelf-Gulf of Maine region: remote sensing and modeling analysis,{2010},{JOURNAL OF PLANKTON RESEARCH},{32},{11},{NOV},{1485-1499},ISI:000282750800001,,,,,,,,,,,,,,,,,,,
,,review,search1,336,"Song, Young Hun; Ito, Shogo & Imaizumi, Takato",Flowering time regulation: photoperiod- and temperature-sensing in leaves,{2013},{TRENDS IN PLANT SCIENCE},{18},{10},{OCT},{575-583},ISI:000325597200007,,,,,,,,,,,,,,,,,,,
,,abiotic mismatch,search1,337,"Soolanayakanahally, Raju Y.; Guy, Robert D.; Silim, Salim N. & Song, Minghua",Timing of photoperiodic competency causes phenological mismatch in balsam poplar (Populus balsamifera L.),{2013},{PLANT CELL AND ENVIRONMENT},{36},{1},{JAN},{116-127},ISI:000311974000008,,,,,,,,,,,,,,,,,,,
,,no phenology data,search1,338,"STAMP, N. E.",INTERACTIVE EFFECTS OF RUTIN AND CONSTANT VERSUS ALTERNATING TEMPERATURES ON PERFORMANCE OF MANDUCA-SEXTA CATERPILLARS,{1994},{ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA},{72},{2},{AUG},{125-133},ISI:A1994PE95100004,,,,,,,,,,,,,,,,,,,
,,commentary; READ,search1,339,"Stenseth, N. C. & Mysterud, A.","Climate, changing phenology, and other life history and traits: Nonlinearity and match-mismatch to the environment",{2002},{PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA},{99},{21},{OCT 15},{13379-13381},ISI:000178635700008,,,,,,,,,,,,,,,,,,,
,,previous search (2014); single species,search1,340,"Straile, Dietmar; Adrian, Rita & Schindler, Daniel E.",Uniform Temperature Dependency in the Phenology of a Keystone Herbivore in Lakes of the Northern Hemisphere,{2012},{PLOS ONE},{7},{10},{OCT 5},,ISI:000309827300011,,,,,,,,,,,,,,,,,,,
,,model,search1,341,"Straile, Dietmar; Kerimoglu, Onur & Peeters, Frank",Trophic mismatch requires seasonal heterogeneity of warming,{2015},{ECOLOGY},{96},{10},{OCT},{2794-2805},ISI:000362853600022,,,,,,,,,,,,,,,,,,,
,,only three years,search1,342,"Strausberger, B. M.","Temporal patterns of host availability, brown-headed cowbird brood parasitism, and parasite egg mass",{1998},{OECOLOGIA},{116},{1-2},{AUG},{267-274},ISI:000075835200032,,,,,,,,,,,,,,,,,,,
,,review,search1,343,"Sydeman, William J. & Bograd, Steven J.","Marine ecosystems, climate and phenology: introduction",{2009},{MARINE ECOLOGY PROGRESS SERIES},{393},,,{185-188},ISI:000272187800015,,,,,,,,,,,,,,,,,,,
,,review,search1,344,"Sydeman, William J.; Poloczanska, Elvira; Reed, Thomas E. & Thompson, Sarah Ann",Climate change and marine vertebrates,{2015},{SCIENCE},{350},{6262},{NOV 13},{772-777},ISI:000364897000034,,,,,,,,,,,,,,,,,,,
,,model,search1,345,"Taylor, Caz M.; Laughlin, Andrew J. & Hall, Richard J.",The response of migratory populations to phenological change: a Migratory Flow Network modelling approach,{2016},{JOURNAL OF ANIMAL ECOLOGY},{85},{3},{MAY},{648-659},ISI:000375121400007,,,,,,,,,,,,,,,,,,,
,,abiotic mismatch,search1,346,"Taylor, Sidney G.","Climate warming causes phenological shift in Pink Salmon, Oncorhynchus gorbuscha, behavior at Auke Creek, Alaska",{2008},{GLOBAL CHANGE BIOLOGY},{14},{2},{FEB},{229-235},ISI:000253313400003,,,,,,,,,,,,,,,,,,,
HMK037,experiment,"within-individual, manipulated age of chicks",search1,347,"Te Marvelde, Luc; Webber, Simone L.; Meijer, Harro A. J. & Visser, Marcel E.",Mismatched reproduction is energetically costly for chick feeding female great tits,{2011},{FUNCTIONAL ECOLOGY},{25},{6},{DEC},{1302-1308},ISI:000297156500018,,,,,,,,,,,,,,,,,,,
,,review,search1,348,"Thackeray, Stephen J.",Casting your network wide: a plea to scale-up phenological research,{2016},{BIOLOGY LETTERS},{12},{6},{JUN 1},,ISI:000386717900012,,,,,,,,,,,,,,,,,,,
,,review,search1,349,"Thackeray, Stephen J.",Mismatch revisited: what is trophic mismatching from the perspective of the plankton?,{2012},{JOURNAL OF PLANKTON RESEARCH},{34},{12},{DEC},{1001-1010},ISI:000310377000001,,,,,,,,,,,,,,,,,,,
,,no fitness data,search1,350,"Thackeray, Stephen J.; Henrys, Peter A.; Feuchtmayr, Heidrun; Jones, Ian D.; Maberly, Stephen C. & Winfield, Ian J.",Food web de-synchronization in England's largest lake: an assessment based on multiple phenological metrics,{2013},{GLOBAL CHANGE BIOLOGY},{19},{12},{DEC},{3568-3580},ISI:000326836000002,,,,,,,,,,,,,,,,,,,
,,interactions not considered,search1,351,"Thackeray, Stephen J.; Henrys, Peter A.; Hemming, Deborah; Bell, James R.; Botham, Marc S.; Burthe, Sarah; Helaouet, Pierre; Johns, David G.; Jones, Ian D.; Leech, David I.; Mackay, Eleanor B.; Massimino, Dario; Atkinson, Sian; Bacon, Philip J.; Brereton, Tom M.; Carvalho, Laurence; Clutton-Brock, Tim H.; Duck, Callan; Edwards, Martin; Elliott, J. Malcolm; Hall, Stephen J. G.; Harrington, Richard; Pearce-Higgins, James W.; Hoye, Toke T.; Kruuk, Loeske E. B.; Pemberton, Josephine M.; Sparks, Tim H.; Thompson, Paul M.; White, Ian; Winfield, Ian J. & Wanless, Sarah",Phenological sensitivity to climate across taxa and trophic levels,{2016},{NATURE},{535},{7611},{JUL 14},{241-U94},ISI:000379912600048,,,,,,,,,,,,,,,,,,,
,,"previous search (2014); broad taxonomic and trophic groups, not necessarily interacting species",search1,352,"Thackeray, Stephen J.; Sparks, Timothy H.; Frederiksen, Morten; Burthe, Sarah; Bacon, Philip J.; Bell, James R.; Botham, Marc S.; Brereton, Tom M.; Bright, Paul W.; Carvalho, Laurence; Clutton-Brock, Tim; Dawson, Alistair; Edwards, Martin; Elliott, J. Malcolm; Harrington, Richard; Johns, David; Jones, Ian D.; Jones, James T.; Leech, David I.; Roy, David B.; Scott, W. Andy; Smith, Matt; Smithers, Richard J.; Winfield, Ian J. & Wanless, Sarah","Trophic level asynchrony in rates of phenological change for marine, freshwater and terrestrial environments",{2010},{GLOBAL CHANGE BIOLOGY},{16},{12},{DEC},{3304-3313},ISI:000283726600013,,,,,,,,,,,,,,,,,,,
,,no fitness data,search1,353,"Thomas, Donald W.; Bourgault, Patrice; Shipley, Bill; Perret, Philippe & Blondel, Jacques","CONTEXT-DEPENDENT CHANGES IN THE WEIGHTING OF ENVIRONMENTAL CUES THAT INITIATE BREEDING IN A TEMPERATE PASSERINE, THE CORSICAN BLUE TIT (CYANISTES CAERULEUS)",{2010},{AUK},{127},{1},{JAN},{129-139},ISI:000274452500015,,,,,,,,,,,,,,,,,,,
,,review,search1,354,"Thomas, K. A.; Fornwall, M. D.; Weltzin, J. F. & Griffis, R. B.",Organization of marine phenology data in support of planning and conservation in ocean and coastal ecosystems,{2014},{ECOLOGICAL INFORMATICS},{24},,{NOV},{169-176},ISI:000345810000018,,,,,,,,,,,,,,,,,,,
,,only four years- so close!,search1,355,"Thompson, Katy & Gilbert, Francis",Phenological synchrony between a plant and a specialised herbivore,{2014},{BASIC AND APPLIED ECOLOGY},{15},{4},,{353-361},ISI:000340140900009,,,,,,,,,,,,,,,,,,,
,,review,search1,356,"Thomson, Linda J.; Macfadyen, Sarina & Hoffmann, Ary A.",Predicting the effects of climate change on natural enemies of agricultural pests,{2010},{BIOLOGICAL CONTROL},{52},{3},{MAR},{296-306},ISI:000274583000013,"{Australia and New Zealand Biocontrol Conference 2008, Sydney, AUSTRALIA, FEB, 2008}",,,,,,,,,,,,,,,,,,
HMK038,experiment,,search1,357,"Tikkanen, O. P. & Julkunen-Tiitto, R.",Phenological variation as protection against defoliating insects: the case of Quercus robur and Operophtera brumata,{2003},{OECOLOGIA},{136},{2},{JUL},{244-251},ISI:000184092500009,,,,,,,,,,,,,,,,,,,
,,only two years of data,search1,358,"Tommasi, Desiree A. G.; Routledge, Richard D.; Hunt, Brian P. V. & Pakhomov, Evgeny A.",The seasonal development of the zooplankton community in a British Columbia (Canada) fjord during two years with different spring bloom timing,{2013},{MARINE BIOLOGY RESEARCH},{9},{2},,{129-144},ISI:000311443500002,,,,,,,,,,,,,,,,,,,
maybe,,used NDVI for plant phenology,search1,359,"Tveraa, Torkild; Stien, Audun; Bardsen, Bard-J. & Fauchald, Per","Population Densities, Vegetation Green-Up, and Plant Productivity: Impacts on Reproductive Success and Juvenile Body Mass in Reindeer",{2013},{PLOS ONE},{8},{2},{FEB 22},,ISI:000316658800012,,,,,,,,,,,,,,,,,,,
,,phenology of second spp not measured,search1,360,"Usov, Nikolay; Kutcheva, Inna; Primakov, Igor & Martynova, Daria",Every species is good in its season: Do the shifts in the annual temperature dynamics affect the phenology of the zooplankton species in the White Sea?,{2013},{HYDROBIOLOGIA},{706},{1},{APR},{11-33},ISI:000315599100002,,,,,,,,,,,,,,,,,,,
,,review,search1,361,"Vadadi-Fueloep, Csaba & Hufnagel, Levente",Climate change and plankton phenology in freshwater: current trends and future commitments,{2014},{JOURNAL OF LIMNOLOGY},{73},{1},,{1-16},ISI:000338928300001,,,,,,,,,,,,,,,,,,,
,,only two years of data for second spp,search1,362,"Van Der Jeugd, Henk P.; Eichhorn, Gotz; Litvin, Konstantin E.; Stahl, Julia; Larsson, Kjell; Van Der Graaf, Alexandra J. & Drent, Rudi H.",Keeping up with early springs: rapid range expansion in an avian herbivore incurs a mismatch between reproductive timing and food supply,{2009},{GLOBAL CHANGE BIOLOGY},{15},{5},{MAY},{1057-1071},ISI:000265033700001,,,,,,,,,,,,,,,,,,,
,,no phenology data,search1,363,"Vanwonterghem, Inka; Jensen, Paul D.; Dennis, Paul G.; Hugenholtz, Philip; Rabaey, Korneel & Tyson, Gene W.",Deterministic processes guide long-term synchronised population dynamics in replicate anaerobic digesters,{2014},{ISME JOURNAL},{8},{10},{OCT},{2015-2028},ISI:000342764600006,,,,,,,,,,,,,,,,,,,
,,satellite,search1,364,"Vargas, M.; Brown, C. W. & Sapiano, M. R. P.",Phenology of marine phytoplankton from satellite ocean color measurements,{2009},{GEOPHYSICAL RESEARCH LETTERS},{36},,{JAN 14},,ISI:000262627900001,,,,,,,,,,,,,,,,,,,
,,review,search1,365,"Varpe, Oystein",Fitness and phenology: annual routines and zooplankton adaptations to seasonal cycles,{2012},{JOURNAL OF PLANKTON RESEARCH},{34},{4},{APR},{267-276},ISI:000301360800001,,,,,,,,,,,,,,,,,,,
,,previous search (2014); no consumer phenology data,search1,366,"Varpe, Oystein & Fiksen, Oyvind","Seasonal plankton-fish interactions: light regime, prey phenology, and herring foraging",{2010},{ECOLOGY},{91},{2},{FEB},{311-318},ISI:000275816900001,,,,,,,,,,,,,,,,,,,
HMK040,,,search1,367,"Vatka, Emma; Orell, Markku & Rytkonen, Seppo",The relevance of food peak architecture in trophic interactions,{2016},{GLOBAL CHANGE BIOLOGY},{22},{4},{APR},{1585-1594},ISI:000371515300022,,,,,,,,,,,,,,,,,,,
HMK051,,previous search(2014),search1,368,"Vatka, Emma; Rytkonen, Seppo & Orell, Markku",Does the temporal mismatch hypothesis match in boreal populations?,{2014},{OECOLOGIA},{176},{2},{OCT},{595-605},ISI:000342205600026,,,,,,,,,,,,,,,,,,,
,,review,search1,369,"Vazquez, Diego P.; Gianoli, Ernesto; Morris, William F. & Bozinovic, Francisco",Ecological and evolutionary impacts of changing climatic variability,{2017},{BIOLOGICAL REVIEWS},{92},{1},{FEB},{22-42},ISI:000391937700002,,,,,,,,,,,,,,,,,,,
,,previous search (2014); no phenological data for second species,search1,370,"Vindstad, O. P. L.; Hagen, S. B.; Jepsen, J. U.; Kapari, L.; Schott, T. & Ims, R. A.",Phenological diversity in the interactions between winter moth (Operophtera brumata) larvae and parasitoid wasps in sub-arctic mountain birch forest,{2011},{BULLETIN OF ENTOMOLOGICAL RESEARCH},{101},{6},{DEC},{705-714},ISI:000297278000009,,,,,,,,,,,,,,,,,,,
,,prevouis search (2014); no fitness,search1,371,"Visser, M. E.; van Noordwijk, A. J.; Tinbergen, J. M. & Lessells, C. M.",Warmer springs lead to mistimed reproduction in great tits (Parus major),{1998},{PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES},{265},{1408},{OCT 7},{1867-1870},ISI:000076410600009,,,,,,,,,,,,,,,,,,,
HMK041,,,search1,372,"Visser, Marcel E.; Gienapp, Phillip; Husby, Arild; Morrisey, Michael; de la Hera, Ivan; Pulido, Francisco & Both, Christiaan",Effects of Spring Temperatures on the Strength of Selection on Timing of Reproduction in a Long-Distance Migratory Bird,{2015},{PLOS BIOLOGY},{13},{4},{APR},,ISI:000354824500013,,,,,,,,,,,,,,,,,,,
,,conference proceedings,search1,373,"Visser, Marcel E.; te Marvelde, Luc & Lof, Marjolein E.",Adaptive phenological mismatches of birds and their food in a warming world,{2012},{JOURNAL OF ORNITHOLOGY},{153},{1},{AUG},{S75-S84},ISI:000310548700007,"{25th International Ornithological Congress (IOC), Campos do Jordao, BRAZIL, AUG 22-28, 2010}",,,,,,,,,,,,,,,,,,
,,mismatch between residents and migrants,search1,374,"Wadgymar, Susana M. & Weis, Arthur E.",Phenological mismatch and the effectiveness of assisted gene flow,{2017},{CONSERVATION BIOLOGY},{31},{3},{JUN},{547-558},ISI:000400962000007,,,,,,,,,,,,,,,,,,,
,,no fitness data but could use as follow-up to sychrony study,search1,375,"Wagenhoff, Eiko; Wagenhoff, Annika; Blum, Rainer; Veit, Holger; Zapf, Daniel & Delb, Horst",Does the prediction of the time of egg hatch of Thaumetopoea processionea (Lepidoptera: Notodontidae) using a frost day/temperature sum model provide evidence of an increasing temporal mismatch between the time of egg hatch and that of budburst of Quercus robur due to recent global warming?,{2014},{EUROPEAN JOURNAL OF ENTOMOLOGY},{111},{2},{MAY 5},{207-215},ISI:000343664100007,,,,,,,,,,,,,,,,,,,
,,reproductive mismatch,search1,376,"Walter, Jonathan A.; Meixler, Marcia S.; Mueller, Thomas; Fagan, William F.; Tobin, Patrick C. & Haynes, Kyle J.",How topography induces reproductive asynchrony and alters gypsy moth invasion dynamics,{2015},{JOURNAL OF ANIMAL ECOLOGY},{84},{1},{JAN},{188-198},ISI:000346909300018,,,,,,,,,,,,,,,,,,,
,,interactions not considered,search1,377,"Wanless, Sarah; Frederiksen, Morten; Walton, John & Harris, Mike P.",Long-term changes in breeding phenology at two seabird colonies in the western North Sea,{2009},{IBIS},{151},{2},{APR},{274-285},ISI:000264547600019,,,,,,,,,,,,,,,,,,,
HMK016,,previous search (2014); yes fitness,search1,378,"Watanuki, Yutaka; Ito, Motohiro; Deguchi, Tomohiro & Minobe, Shoshiro",Climate-forced seasonal mismatch between the hatching of rhinoceros auklets and the availability of anchovy,{2009},{MARINE ECOLOGY PROGRESS SERIES},{393},,,{259-271},ISI:000272187800022,,,,,,,,,,,,,,,,,,,
,,only three years,search1,379,"Wesolowski, Tomasz & Rowinski, Patryk",Do Blue Tits Cyanistes caeruleus synchronize reproduction with caterpillar peaks in a primeval forest?,{2014},{BIRD STUDY},{61},{2},{APR 3},{231-245},ISI:000335850000010,,,,,,,,,,,,,,,,,,,
,,abiotic mismatch,search1,380,"Wheeler, Helen C.; Hoye, Toke T.; Schmidt, Niels Martin; Svenning, Jens-Christian & Forchhammer, Mads C.",Phenological mismatch with abiotic conditions-implications for flowering in Arctic plants,{2015},{ECOLOGY},{96},{3},{MAR},{775-787},ISI:000351275800017,,,,,,,,,,,,,,,,,,,
,,interactions not considered,search1,381,"Williams, Tony D.; Bourgeon, Sophie; Cornell, Allison; Ferguson, Laramie; Fowler, Melinda; Fronstin, Raime B. & Love, Oliver P.","Mid-winter temperatures, not spring temperatures, predict breeding phenology in the European starling Sturnus vulgaris",{2015},{ROYAL SOCIETY OPEN SCIENCE},{2},{1},{JAN},,ISI:000377964600008,,,,,,,,,,,,,,,,,,,
,,review,search1,382,"Wojtal-Frankiewicz, Adrianna",The effects of global warming on Daphnia spp. population dynamics: a review,{2012},{AQUATIC ECOLOGY},{46},{1},{MAR},{37-53},ISI:000299842700004,,,,,,,,,,,,,,,,,,,
,,no phenology data,search1,383,"Wolowski, Marina; Carvalheiro, Luisa G. & Freitas, Leandro",Influence of plant-pollinator interactions on the assembly of plant and hummingbird communities,{2017},{JOURNAL OF ECOLOGY},{105},{2},{MAR},{332-344},ISI:000394587000005,,,,,,,,,,,,,,,,,,,
,,only two years of data,search1,384,"Wood, Eric M. & Pidgeon, Anna M.",Extreme variations in spring temperature affect ecosystem regulating services provided by birds during migration,{2015},{ECOSPHERE},{6},{11},{NOV},,ISI:000367310600007,,,,,,,,,,,,,,,,,,,
,,review,search1,385,"Wrona, Frederick J.; Johansson, Margareta; Culp, Joseph M.; Jenkins, Alan; Mard, Johanna; Myers-Smith, Isla H.; Prowse, Terry D.; Vincent, Warwick F. & Wookey, Philip A.",Transitions in Arctic ecosystems: Ecological implications of a changing hydrological regime,{2016},{JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES},{121},{3},{MAR},{650-674},ISI:000374345000005,,,,,,,,,,,,,,,,,,,
,,interactions not considered,search1,386,"Xi, Xinqiang; Li, Dongbo; Peng, Youhong; Eisenhauer, Nico & Sun, Shucun",Experimental warming and precipitation interactively modulate the mortality rate and timing of spring emergence of a gallmaking Tephritid fly,{2016},{SCIENTIFIC REPORTS},{6},,{AUG 31},,ISI:000382239200001,,,,,,,,,,,,,,,,,,,
,,interactions not considered,search1,387,"Xu, Zhenfeng; Yin, Huajun; Xiong, Pei; Wan, Chuan & Liu, Qing",Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming,{2012},{ENVIRONMENTAL AND EXPERIMENTAL BOTANY},{77},,{APR},{1-11},ISI:000301025800001,,,,,,,,,,,,,,,,,,,
,,no time series,search1,388,"Yon, Felipe; Kessler, Danny; Joo, Youngsung; Llorca, Lucas Cortes; Kim, Sang-Gyu & Baldwin, Ian T.",Fitness consequences of altering floral circadian oscillations for Nicotiana attenuata,{2017},{JOURNAL OF INTEGRATIVE PLANT BIOLOGY},{59},{3},{MAR},{180-189},ISI:000397529300003,,,,,,,,,,,,,,,,,,,
maybe,,sea-ice adjusted light as a proxy for the spring phytoplankton-bloom onset (i.e. microwave data),search1,389,"Youngflesh, Casey; Jenouvrier, Stephanie; Li, Yun; Ji, Rubao; Ainley, David G.; Ballard, Grant; Barbraud, Christophe; Delord, Karine; Dugger, Katie M.; Emmerson, Louise M.; Fraser, William R.; Hinke, Jefferson T.; Lyver, Phil O'B.; Olmastroni, Silvia; Southwell, Colin J.; Trivelpiece, Susan G.; Trivelpiece, Wayne Z. & Lynch, Heather J.",Circumpolar analysis of the Adelie Penguin reveals the importance of environmental variability in phenological mismatch,{2017},{ECOLOGY},{98},{4},{APR},{940-951},ISI:000398175200007,,,,,,,,,,,,,,,,,,,
,,no time series,search1,390,"Zhao, Ting-Ting; Compton, Stephen G.; Yang, Yong-Jiang; Wang, Rong & Chen, Yan",Phenological Adaptations in Ficus tikoua Exhibit Convergence with Unrelated Extra-Tropical Fig Trees,{2014},{PLOS ONE},{9},{12},{DEC 4},,ISI:000346382500022,,,,,,,,,,,,,,,,,,,
,,only two years of data,search1,391,"Ziemianski, Maciej A. & Zych, Marcin","Pollination biology of the urban populations of an ancient forest, spring ephemeral plant",{2016},{ACTA SOCIETATIS BOTANICORUM POLONIAE},{85},{2},,,ISI:000385710600001,,,,,,,,,,,,,,,,,,,
,,abiotic mismatch,search1,392,"Zimova, Marketa; Mills, L. Scott; Lukacs, Paul M. & Mitchell, Michael S.",Snowshoe hares display limited phenotypic plasticity to mismatch in seasonal camouflage,{2014},{PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES},{281},{1782},{MAY 7},,ISI:000334410100025,,,,,,,,,,,,,,,,,,,
,,abiotic mismatch,search1,393,"Zimova, Marketa; Mills, L. Scott & Nowak, J. Joshua",High fitness costs of climate change-induced camouflage mismatch,{2016},{ECOLOGY LETTERS},{19},{3},{MAR},{299-307},ISI:000369986000009,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,model,back-citation,,"M.E. Lof, T.E. Reed, J.M. McNamara, M.E. Visse",Timing in a fluctuating environment: environmental variability and asymmetric fitness curves can lead to adaptively mismatched avian reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,
,,review?,back-citation,,Mackas et al.,Changing zooplankton seasonality in a changing ocean: comparing time series of zooplankton phenology,,,,,,,,,,,,,,,,,,,,,,,,,,
